-1.726127,115,3666.900924
-0.939244,192,3692.872962
-9.477545,57,3698.642096
0,244,3740.64064
1.142726,478,3803.700868
0.462702,513,3874.116694
-3.307438,264,3912.085864
2.920982,107,3924.017851
-3.046252,48,3946.525314
0,218,3979.857101
0,222,4006.570361
-0.380514,324,4055.439254
-0.225786,315,4101.914432
-0.09,300,4139.271582
-3.629133,47,4146.2188
-5.176109,137,4173.237702
-22.307008,513,4247.691073
-5.617085,507,4323.822797
-3.923478,135,4345.877539
-5.079425,141,4371.841851
1.551805,302,4420.15173
0.662905,209,4444.573465
-0.011296,205,4469.714005
-1.683889,64,4484.51476
-3.309813,102,4504.926893
-2.149365,288,4546.946548
4.539409,513,4612.481124
0,297,4660.907318
1.217092,257,4689.970907
-0.810608,513,4759.545605
-5.125883,80,4782.53901
0,259,4816.84269
-5.210272,141,4835.707658
1.654922,469,4908.06303
-0.605788,237,4944.151678
-3.093605,283,4977.249126
-4.37539,304,5030.141437
-1.332362,411,5088.796563
-0.849438,513,5160.762878
2.573057,513,5234.494134
0.315642,245,5269.473959
-8.627452,399,5329.428177
-22.799638,513,5400.141898
-0.712329,513,5477.461805
1.384887,513,5545.426963
1.929313,208,5578.781902
-6.258486,290,5622.890215
-2.485364,250,5653.578808
0.360651,513,5720.420246
0,275,5763.956188
0,280,5802.244671
-6.288494,210,5827.167574
0,265,5864.13803
-0.18,278,5906.440024
1.129754,513,5973.696057
0,264,6017.593399
-0.682231,513,6086.417496
-2.990628,375,6131.493629
-3.854954,25,6134.498013
0,192,6174.681382
2.378987,244,6203.489228
-0.30958,184,6234.308566
0,199,6257.849445
3.457364,513,6330.43431
-3.414102,56,6341.544579
-0.062784,513,6412.049033
0.354393,513,6486.500973
0.28089,513,6553.862202
-7.630169,426,6613.859802
1.739817,189,6633.487746
-1.117488,105,6649.157401
-8.513193,257,6691.903857
-3.845479,204,6718.516895
-2.788765,445,6779.06268
0.385444,404,6827.552187
-0.020015,418,6879.634532
0,503,6947.659105
-0.137827,238,6972.153417
1.080715,223,7005.995995
-0.672671,202,7027.896795
-3.833092,65,7034.490196
0,218,7072.993506
-3.524804,408,7117.68505
-0.027194,222,7150.88005
-12.768018,236,7182.548623
0,221,7224.50971
0.45088,256,7256.936199
-1.263225,354,7308.37969
0.166618,454,7370.254292
0,174,7392.302204
-0.033015,513,7465.695359
-0.219544,173,7502.457483
2.709283,135,7520.063455
-4.448887,58,7538.847681
3.567858,271,7581.301168
-3.214252,10,7583.701627
1.471394,428,7651.677784
-5.027083,144,7679.151483
0.232038,455,7740.925358
0.557621,513,7809.90104
0.101806,97,7835.942281
2.52936,513,7913.113096
-3.427284,60,7926.990178
0,238,7956.168683
0,425,8011.96642
0.510161,185,8033.653865
-5.287457,260,8074.136959
-3.371878,189,8098.176988
-3.342722,45,8108.595638
-0.750182,334,8164.891154
-2.911036,47,8171.837724
0,295,8220.468916
-3.581523,40,8225.485111
-14.771104,513,8302.604582
-8.165874,40,8312.424169
-0.009275,386,8372.119097
-0.033377,513,8439.470044
0.478284,443,8494.703924
-1.20573,133,8517.054924
-11.175569,374,8561.464512
-2.106942,257,8601.605271
0,202,8632.270248
0,245,8668.579921
0,267,8700.630132
0,403,8766.186513
-2.379978,234,8800.16278
1.322627,247,8834.315951
-3.453439,344,8884.737893
-3.194656,114,8899.6398
0.556154,242,8938.054129
0.349293,322,8983.657706
1.582582,326,9035.223945
-3.762311,68,9046.106899
-0.097904,513,9119.835344
1.034169,300,9163.279029
0.960906,321,9210.393969
5.124386,495,9273.223987
0.309329,198,9298.356732
3.94407,513,9365.749475
-3.33562,61,9386.410624
0,513,9459.770111
-2.916312,324,9506.719969
0.115113,221,9540.091289
-0.990243,513,9607.173509
5.516724,339,9654.758135
-0.133533,513,9728.052402
-2.553493,111,9748.767427
-8.038104,299,9803.421002
-0.553348,213,9828.921542
0.655638,486,9902.0111
-3.204344,146,9927.669244
0,380,9981.454042
0,217,10015.099
-3.325394,513,10083.3721
0,237,10118.76203
0,283,10162.78208
0,220,10185.83275
-5.760045,108,10207.03263
-3.134251,483,10269.49425
0,230,10313.89464
0,267,10343.5957
-3.749701,73,10361.12307
0,184,10387.84204
-0.09,279,10425.81513
0,396,10473.14083
-3.289714,51,10481.04615
0,224,10519.58835
-0.09,240,10547.84908
-3.210717,59,10556.85812
0,176,10592.54697
-3.213959,50,10599.09777
-0.466418,218,10630.43669
-9.187898,300,10672.5043
0.660025,513,10742.09437
0.337303,245,10775.87063
1.867323,264,10817.58266
0,292,10856.21385
0.247308,171,10883.99989
0.17563,513,10954.05741
4.662184,491,11025.60616
3.514578,513,11098.28651
-2.128006,511,11175.93265
-3.126739,352,11222.52782
-3.264622,501,11298.4414
-3.050581,50,11305.96073
1.372032,359,11367.29718
-7.364297,513,11444.32306
-3.151869,235,11485.95516
-3.603571,388,11541.48074
4.238367,513,11615.52593
-4.562568,513,11692.8637
-3.971465,52,11713.56467
-1.962243,513,11788.21737
-3.805588,441,11848.20629
-5.955891,148,11876.87101
-0.108797,513,11956.7106
-0.651505,513,12032.37876
0.534178,513,12114.32799
3.119082,513,12182.91054
1.706602,181,12212.11738
0.643479,385,12267.87008
4.579479,164,12289.7859
0.570999,385,12344.27914
5.071343,513,12422.88651
2.057794,428,12491.56671
1.770668,513,12562.59989
